#{"t_start": 1739548315.7139258, "env_id": "supertuxkart/flattened_continuous_actions-v0"}
r,l,t
-126.0,1500,1531.006325
-105.0,1500,1533.395406
-102.850844,1500,1535.864126
1066.976978,1500,1539.019695
-100.716872,1500,1542.308126
-124.765597,1500,1544.953701
-124.765701,1500,1547.924451
-97.0,1500,1550.462349
-123.291701,1500,1553.516059
-150.0,1500,1556.041481
-141.619405,1500,1558.553858
-124.987555,1500,1561.740284
-102.580885,1500,1564.431321
-127.0,1500,1566.841075
-2.316113,1500,1569.890221
-3.874365,1500,1573.227508
-125.611179,1500,1575.417261
-125.0,1500,1577.908488
645.593042,1500,1580.540449
1049.859729,1500,1583.760718
-126.0,1500,1587.043928
-125.0,1500,1590.270862
-100.841313,1500,1593.357799
787.629041,1500,1595.968256
1465.118701,1500,1598.693062
-100.491575,1500,1601.288152
-126.0,1500,1604.339184
-101.0,1500,1606.736465
-126.0,1500,1609.410987
-150.0,1500,1611.944927
849.135034,1500,1614.626741
-150.0,1500,1616.689016
-29.764843,1500,1619.102937
101.195581,1500,1621.333172
780.528931,1500,1623.608841
1754.68938,1500,1626.256547
-99.590304,1500,1628.334778
-126.0,1500,1631.433835
-126.0,1500,1637.066687
-149.838749,1500,1639.262491
52.155924,1500,1641.849154
-125.0,1500,1644.276771
-126.0,1500,1646.614151
-125.0,1500,1649.752413
1432.705554,1500,1652.471687
-150.0,1500,1655.538798
659.791968,1500,1657.605764
-123.0,1500,1660.587058
-103.0,1500,1663.091848
-101.0,1500,1666.337588
-150.0,1500,1669.257367
-150.0,1500,1671.520624
1716.664087,1500,1674.324599
-101.0,1500,1677.048283
-149.704328,1500,1679.959491
-101.893653,1500,1682.132335
-100.42111,1500,1684.270909
-101.0,1500,1687.33977
-134.964087,1500,1689.735958
-150.0,1500,1692.062623
-100.823729,1500,1694.236947
-149.763698,1500,1698.365707
713.705457,1500,1701.181468
304.0,1500,1703.233646
-126.0,1500,1705.735249
-102.707054,1500,1708.411507
-88.789211,1500,1713.995189
-103.0,1500,1716.544642
-150.0,1500,1719.339941
-150.0,1500,1722.271893
777.644922,1500,1724.527159
-130.411191,1500,1727.245551
-150.0,1500,1730.07739
-126.0,1500,1732.439321
-126.989322,1500,1734.7101
-150.0,1500,1737.052288
-105.0,1500,1739.108545
-124.840595,1500,1742.301822
-126.101851,1500,1744.648583
-150.0,1500,1746.946254
-101.0,1500,1749.806556
-91.567664,1500,1752.22772
-148.692005,1500,1754.403734
-150.0,1500,1757.04264
-126.0,1500,1758.944435
-145.322218,1500,1761.894913
-126.0,1500,1764.36866
-126.0,1500,1766.450424
-103.0,1500,1769.704203
-123.13037,1500,1771.8479
-150.0,1500,1774.465545
-127.0,1500,1776.682762
-150.0,1500,1778.635815
-150.0,1500,1780.680927
-127.0,1500,1783.11039
-95.93655,1500,1785.351049
-100.312702,1500,1788.73819
